1 	Atlanta 	32.8 	29.0 	33.0 	33.8 	31.8 	21.2
2 	New Orleans 	28.7 	29.0 	25.0 	33.0 	23.0 	25.5
3 	LA Chargers 	28.1 	24.3 	19.0 	31.0 	26.4 	20.0
4 	Carolina 	27.3 	27.3 	30.0 	25.0 	30.3 	31.1
5 	New England 	27.1 	34.3 	41.0 	23.2 	31.0 	28.3
6 	Oakland 	26.9 	24.3 	30.0 	24.0 	28.6 	22.4
7 	Dallas 	26.9 	29.0 	29.0 	26.8 	27.0 	17.2
8 	Buffalo 	26.5 	31.7 	25.0 	33.5 	19.5 	23.7
9 	Indianapolis 	26.0 	23.7 	14.0 	26.0 	26.0 	20.8
10 	Philadelphia 	25.6 	21.3 	23.0 	28.0 	23.8 	23.6
11 	Green Bay 	24.6 	24.7 	32.0 	24.8 	24.3 	23.5
12 	Pittsburgh 	24.3 	20.7 	16.0 	28.5 	18.7 	25.4
13 	Denver 	24.2 	22.3 	27.0 	25.0 	23.0 	22.2
14 	Kansas City 	23.7 	27.7 	30.0 	28.0 	20.5 	25.3
15 	Washington 	23.2 	23.7 	27.0 	24.2 	22.2 	23.9
16 	Detroit 	22.9 	21.3 	13.0 	22.5 	23.2 	22.4
17 	Tennessee 	22.8 	30.0 	36.0 	23.2 	22.0 	18.7
18 	Arizona 	22.4 	18.0 	20.0 	21.6 	23.7 	29.4
19 	Tampa Bay 	21.7 	25.0 	24.0 	21.0 	22.2 	21.4
20 	Cincinnati 	20.9 	25.0 	27.0 	23.3 	19.4 	25.6
21 	Miami 	20.9 	25.0 	28.0 	26.2 	13.7 	19.4
22 	San Francisco 	20.6 	18.0 	17.0 	20.8 	20.3 	14.9
23 	Jacksonville 	19.9 	18.3 	22.0 	18.7 	20.8 	23.5
24 	Minnesota 	19.9 	17.0 	10.0 	24.0 	16.8 	22.0
25 	Cleveland 	19.8 	23.7 	28.0 	20.3 	19.4 	17.4
26 	Baltimore 	19.0 	16.3 	16.0 	16.7 	20.8 	20.5
27 	NY Giants 	19.0 	20.0 	17.0 	23.3 	15.8 	26.2
28 	NY Jets 	18.8 	19.3 	31.0 	21.0 	17.4 	24.2
29 	Seattle 	18.7 	17.3 	20.0 	25.0 	14.0 	25.4
30 	LA Rams 	17.1 	19.0 	10.0 	14.0 	18.4 	17.5
31 	Houston 	17.1 	18.3 	20.0 	23.0 	7.3 	19.9
32 	Chicago 	16.4 	15.3 	20.0 	16.8 	16.0 	20.9
