1 	New Orleans 	427.7 	439.7 	373.0 	450.4 	399.2 	403.8
2 	Atlanta 	416.6 	377.0 	303.0 	424.5 	411.3 	374.2
3 	Dallas 	412.7 	435.0 	422.0 	409.2 	415.4 	337.3
4 	Washington 	407.8 	449.0 	388.0 	399.6 	418.0 	353.8
5 	Oakland 	401.1 	455.7 	397.0 	381.2 	417.0 	334.9
6 	Tennessee 	386.1 	444.3 	446.0 	397.8 	368.5 	311.8
7 	Arizona 	382.0 	408.7 	443.0 	410.3 	325.3 	399.3
8 	New England 	380.8 	368.0 	385.0 	368.8 	395.8 	370.4
9 	Cincinnati 	380.8 	412.7 	264.0 	417.7 	362.3 	353.4
10 	LA Chargers 	378.1 	408.0 	379.0 	364.6 	391.6 	371.8
11 	Pittsburgh 	370.1 	366.7 	448.0 	413.8 	315.5 	394.0
12 	Carolina 	366.7 	311.3 	341.0 	387.8 	340.2 	367.9
13 	Indianapolis 	359.9 	351.3 	355.0 	383.2 	341.2 	321.4
14 	Tampa Bay 	357.6 	342.0 	360.0 	342.6 	376.2 	375.9
15 	Green Bay 	355.9 	379.3 	402.0 	382.6 	322.5 	338.1
16 	Chicago 	347.3 	291.7 	283.0 	371.0 	328.4 	344.8
17 	Philadelphia 	344.0 	387.7 	429.0 	374.2 	319.8 	364.4
18 	Buffalo 	343.7 	356.0 	425.0 	389.5 	307.0 	360.9
19 	Jacksonville 	343.3 	382.0 	327.0 	308.8 	371.0 	348.8
20 	Seattle 	341.9 	352.3 	420.0 	345.2 	339.2 	371.5
21 	NY Giants 	341.1 	295.0 	351.0 	392.4 	277.0 	372.2
22 	Miami 	339.8 	355.0 	337.0 	365.6 	307.5 	331.7
23 	Detroit 	337.8 	314.7 	311.0 	327.8 	345.8 	346.7
24 	NY Jets 	335.3 	340.0 	296.0 	321.2 	344.7 	370.3
25 	Baltimore 	333.0 	305.0 	396.0 	339.2 	325.2 	359.3
26 	Kansas City 	332.8 	303.0 	256.0 	315.8 	346.4 	332.8
27 	Denver 	324.7 	320.0 	337.0 	329.0 	320.4 	339.5
28 	Cleveland 	321.3 	257.7 	144.0 	319.5 	322.5 	331.9
29 	San Francisco 	310.8 	346.7 	281.0 	332.0 	284.2 	303.8
30 	Houston 	308.8 	271.0 	273.0 	347.4 	260.5 	340.6
31 	LA Rams 	308.0 	321.3 	280.0 	322.3 	300.8 	297.6
32 	Minnesota 	302.3 	308.7 	331.0 	334.5 	276.6 	313.1
