1 	Philadelphia 	9.0 	9.0 	3.0 	6.5 	14.0 	26.9
2 	Minnesota 	12.5 	11.3 	10.0 	12.0 	13.0 	18.4
3 	Seattle 	13.5 	14.7 	17.0 	14.0 	13.0 	17.6
4 	New England 	15.2 	13.3 	16.0 	13.3 	21.0 	19.7
5 	Denver 	16.0 	14.7 	7.0 	20.0 	12.0 	17.9
6 	Buffalo 	17.0 	18.3 	0.0 	27.5 	6.5 	22.4
7 	Baltimore 	18.0 	21.7 	28.0 	17.5 	18.5 	25.1
8 	Houston 	18.2 	19.7 	20.0 	15.3 	27.0 	20.2
9 	LA Rams 	19.0 	16.0 	13.0 	3.0 	24.3 	20.6
10 	Dallas 	19.2 	19.0 	17.0 	18.5 	20.0 	23.4
11 	Pittsburgh 	20.0 	21.3 	14.0 	15.0 	25.0 	19.9
12 	Arizona 	20.0 	19.0 	17.0 	15.7 	33.0 	21.2
13 	Cincinnati 	20.5 	20.0 	7.0 	18.0 	23.0 	17.5
14 	Tennessee 	21.0 	19.7 	27.0 	21.0 	21.0 	26.4
15 	NY Giants 	21.2 	22.0 	24.0 	21.0 	21.5 	27.6
16 	Miami 	22.2 	25.7 	22.0 	24.0 	21.7 	24.3
17 	Green Bay 	22.3 	22.3 	27.0 	27.0 	20.0 	20.4
18 	Kansas City 	23.0 	21.7 	43.0 	15.0 	31.0 	17.4
19 	Chicago 	24.2 	24.7 	14.0 	21.5 	27.0 	24.8
20 	Detroit 	25.5 	22.3 	17.0 	16.0 	28.7 	25.0
21 	NY Jets 	26.2 	27.3 	27.0 	25.0 	27.5 	19.6
22 	Oakland 	26.5 	24.0 	27.0 	35.0 	23.7 	24.9
23 	San Francisco 	26.8 	35.7 	24.0 	12.0 	41.5 	24.2
24 	LA Chargers 	27.0 	25.0 	35.0 	24.5 	29.5 	24.9
25 	Jacksonville 	27.8 	28.0 	27.0 	23.0 	32.5 	28.0
26 	Washington 	28.0 	24.7 	20.0 	28.3 	27.0 	24.4
27 	Cleveland 	28.8 	28.7 	31.0 	25.0 	30.0 	27.0
28 	Carolina 	29.5 	32.3 	48.0 	24.5 	34.5 	19.5
29 	Atlanta 	31.0 	31.0 	33.0 	32.0 	30.0 	21.6
30 	Indianapolis 	31.2 	28.7 	30.0 	30.5 	32.0 	25.5
31 	Tampa Bay 	32.0 	34.7 	27.0 	32.0 	32.0 	26.1
32 	New Orleans 	32.5 	31.7 	34.0 	40.0 	25.0 	29.8
